,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0041,4.2174,3.9247,4.5171,3.0564,-4.0204,5.0863,-0.3848,3.5088,2.5964,-0.0595,2.1236,-2.9208,0.9471,4.5522,-0.4527,5.4723,3.7085,-2.3042,-0.4527,-3.6578,5.6553,-0.0333,0.7647,2.774,3.2451,2.6173,3.6266,-6.8277,3.8152,0.2057,1.453,6.7846,2.6939,6.0767,3.683,6.3724,4.8487,-1.6183,2.3296,1.3963,5.3562,5.5068,4.5337,6.054,3.1849,7.7128,5.5503,3.0004,5.3089,4.9217,5.043,0.0178,4.6656,-1.0998,6.5406,5.5659,3.3975,3.0956,7.3468,0.025935216,0.057255797,-0.051466323
TRAIN_0042,4.4868,2.2146,1.7695,3.9441,-2.3685,6.0257,2.1359,4.2546,5.0078,6.021,4.0388,0.4136,1.1907,3.5849,-0.3361,4.0107,4.7846,0.8863,-0.5426,-3.7125,4.8536,1.7444,4.3713,1.4357,3.2479,4.046,5.9647,-0.7836,5.7584,-2.7691,-0.7264,6.4336,0.7112,5.1891,4.0117,7.2422,5.419,0.4758,1.938,-0.1938,5.2912,3.7425,5.0375,1.1981,2.3436,7.6155,5.2606,2.9654,7.1275,2.9236,5.6033,0.5586,4.1621,-3.165,6.6161,7.0496,4.9138,2.9804,7.0159,0.028328683,0.016063398,-0.049649268
TRAIN_0043,4.8518,3.5874,1.7917,4.0721,-2.5886,6.1117,-0.2418,3.8744,4.5536,3.5053,2.9793,1.187,1.1962,4.3073,0.9485,3.195,4.7792,-4.7902,1.1962,-2.158,4.7172,0.8362,0.8007,0.2366,3.8223,4.4723,3.1628,-3.9422,5.9625,-0.9223,0.8245,5.3914,0.9157,5.0499,4.0621,6.2452,4.869,-0.4257,2.4133,0.339,5.0097,4.3406,3.873,3.2243,2.6643,7.1858,4.4246,5.0618,5.433,3.1813,4.1256,3.294,4.0571,-1.4975,5.3138,5.8143,1.4386,2.3615,5.9159,0.044723508,-0.011421918,0.018268682
TRAIN_0044,4.1558,2.4122,3.0859,3.5469,-0.0223,5.3785,0.9672,4.4626,4.6031,3.738,1.369,1.6308,1.2871,3.4219,1.7701,3.6423,4.6709,-1.8829,-0.1084,-1.3759,4.0896,2.1124,1.1821,0.6107,3.1289,3.1661,4.9197,-0.4584,5.0234,-0.9213,0.6107,5.7198,2.6341,4.1301,3.8249,5.1724,3.554,3.6973,1.8522,0.4691,4.241,4.0177,3.71,3.0113,3.8536,7.5071,4.2322,3.4142,5.0732,3.355,4.7202,5.0094,4.0151,-0.4584,4.5963,6.2826,1.5903,1.4466,6.7188,0.039496073,0.041328703,-0.032684403
TRAIN_0045,7.0945,1.7519,1.4772,5.6121,-3.0197,5.804,5.3966,4.5609,3.8297,3.9116,2.1008,-1.0389,-0.1909,0.369,4.4658,4.8386,4.1696,-4.9457,1.45,-1.0778,5.8086,2.6967,2.0154,1.6542,3.7274,4.8155,6.6105,-2.7441,6.2132,-3.8082,-0.2564,6.9582,2.9814,4.138,3.8454,6.9115,4.9329,3.8661,0.6211,0.0452,6.323,3.4474,3.2292,0.877,2.7998,7.7842,5.0775,2.3816,5.5011,4.3757,5.4212,2.2773,0.369,-5.6827,5.4689,5.9392,1.3135,0.2161,7.5846,0.002456598,0.034837819,0.022584163
TRAIN_0046,4.6447,6.1187,2.6916,4.7474,-2.7788,7.3952,8.00E-04,3.5492,5.4491,3.5347,0.9654,1.5951,1.3087,4.2664,0.4124,6.1199,5.7979,-2.2933,-3.5157,-3.5157,4.5171,-0.7549,1.0217,3.8525,4.3649,5.1245,4.4558,-3.8783,4.7411,-2.4377,-0.8528,6.2676,2.3831,4.3662,3.8603,5.5253,4.704,1.7024,3.5444,0.83,4.1762,4.9775,3.7311,3.3655,2.7385,7.0835,4.413,4.7243,5.7632,5.694,4.6888,3.617,6.6792,0.0286,4.8087,6.735,1.5951,2.7594,6.6271,0.055783918,-0.025784351,0.024284364
TRAIN_0047,6.7186,3.5886,1.0392,4.0626,-7.0215,6.0701,2.7351,4.2007,4.0043,4.2737,0.7132,0.8303,0.6996,1.9813,2.6737,3.2157,4.8102,-3.3211,-0.5458,-2.1635,5.9394,-0.7547,1.0284,0.4623,3.8604,4.9396,5.9899,-0.8317,6.0234,-3.8516,-0.5786,6.3809,0.5254,5.1779,4.3979,6.445,1.5293,4.1615,-0.176,1.2217,5.5008,3.5775,3.9026,1.0064,3.0486,6.977,4.6443,3.5644,5.3319,3.507,5.5372,3.1892,2.1459,-3.1146,5.7436,7.8502,1.8519,0.6151,7.0401,0.035265625,0.008994263,0.005632673
TRAIN_0048,4.6107,0.0509,0.8528,3.7612,-2.3769,5.4659,4.8903,3.1088,2.926,1.1316,2.4032,-4.4473,-1.2146,2.957,2.3471,1.2806,2.9973,-5.1843,0.2642,0.4107,5.5141,0.7465,1.9138,3.3327,4.4038,3.8537,7.0384,-6.7692,6.2161,-6.7692,-1.5598,6.8194,-2.0143,6.1643,3.622,7.1495,3.6284,-1.4117,-1.343,4.4384,5.4867,3.9781,2.9295,-0.111,3.6789,7.7508,4.8706,2.5993,4.1769,3.9561,5.577,-1.4838,2.2559,-5.1843,7.3629,5.0969,2.1526,0.5795,7.9245,-0.035520015,-0.032922705,-0.012103255
TRAIN_0049,5.1764,4.4427,0.2307,4.8086,-3.2287,5.4909,2.386,3.7857,3.8603,5.6262,2.6186,0.0725,0.2677,3.9254,2.3433,6.4159,4.6995,-4.4511,-2.8661,-3.7141,4.5869,1.1636,1.3127,1.8404,3.8078,3.842,6.3645,-3.7141,5.2988,0.7583,0.1538,6.8349,4.1276,4.8227,5.1642,6.8498,4.5685,-3.7141,1.2023,0.3038,4.5722,3.5915,4.1746,1.6434,2.411,6.3962,4.8071,2.4598,6.4823,4.7428,4.1575,4.7721,5.292,-0.6098,6.0754,7.0366,1.9583,3.8141,7.3222,0.049388494,-0.077249203,-0.006560365
TRAIN_0050,5.7841,1.2913,0.9447,4.6919,-2.7322,5.9296,2.1153,3.8536,3.5326,3.2403,0.2773,-5.3952,-0.5707,5.4184,3.2109,3.7142,3.1375,-5.3952,-2.7322,-2.7322,4.8681,0.8337,1.3099,1.4079,3.2737,4.2251,6.0885,-3.5207,6.6356,-1.1472,-1.3654,6.8702,-0.1599,5.3125,3.9425,6.6566,2.8979,-1.0975,2.603,2.335,5.0612,3.4556,3.1323,3.01,3.1349,7.4293,5.0474,3.5127,5.5757,4.0471,4.9773,0.7272,5.1261,-1.5539,5.3936,4.8976,0.2196,0.3508,7.7186,0.005195494,-0.014210228,0.014717514
TRAIN_0051,4.5306,2.4045,3.6788,3.2601,-2.8172,6.0061,4.0096,4.405,2.5403,3.9881,4.371,4.0083,-0.7984,3.5596,-0.7614,2.25,5.4194,-4.2578,-1.1825,-2.5416,5.4858,0.1732,1.2522,3.5151,3.2075,3.759,6.3489,-3.8952,4.8262,-4.2578,-0.7253,7.7415,3.1382,5.7339,3.6755,6.4094,3.8319,1.6997,4.4009,3.2028,5.3429,2.867,2.7145,1.059,3.2329,7.3754,5.0495,2.9779,6.6429,4.0839,5.2025,-3.3647,4.1253,-1.0879,4.8458,5.702,5.1397,0.5859,7.3114,0.045970116,-0.038341658,-0.025948605
TRAIN_0052,5.1974,3.1519,2.7766,5.3124,-2.9622,5.4401,2.0468,4.383,3.8816,4.1869,2.5677,-2.0111,0.3883,3.7168,1.2237,4.654,4.9792,-2.9622,-1.6596,-2.3455,5.1866,1.4024,2.7438,2.0348,3.3071,4.9878,5.6901,-6.8691,5.1256,-2.1142,-1.1411,6.6556,1.1588,5.6498,4.544,6.1016,3.0182,0.3108,1.3355,1.6584,5.3809,4.902,3.2224,3.3848,3.0632,8.3409,4.8465,3.763,5.7213,3.4129,4.7716,1.0676,5.1592,-2.1142,5.2618,6.7864,0.7383,0.4256,6.9789,0.017843505,-0.002798486,0.014262718
TRAIN_0053,5.3028,3.7822,4.1051,5.8874,-2.7768,5.9424,1.4621,3.8746,2.5172,3.908,1.35,-0.5245,0.2546,3.8746,1.2905,3.8746,5.5475,-6.8643,-1.6549,-3.4049,4.7818,0.4303,1.9334,1.2178,3.7458,4.5771,5.2472,-5.2793,5.531,-2.3407,-0.5245,6.6401,1.6074,5.4168,4.1862,6.6267,3.6583,0.3931,2.2152,0.801,5.1886,5.4133,4.0789,5.3969,3.2559,8.0053,4.4217,2.9088,5.3022,3.3144,5.0997,2.1937,5.109,-1.6549,5.4494,4.634,1.9398,2.696,6.8373,0.020372691,-0.010817107,-0.006302144
TRAIN_0054,5.1891,1.926,3.2005,5.5497,-0.7025,6.5261,0.8627,4.1797,3.4427,3.9295,2.1706,-2.2297,0.1257,3.1278,2.5125,3.1153,4.026,-3.1473,1.3763,0.341,5.0365,1.5346,2.5927,0.341,3.6786,4.3203,5.3566,-6.3172,7.5613,-3.9953,-0.7025,6.9544,1.7543,5.3845,5.0019,6.1358,1.7107,-1.4592,0.6715,3.0293,4.7828,5.0948,3.0773,3.1886,3.3464,7.4326,4.6464,3.5361,5.2531,3.4293,5.4464,1.0315,4.4683,-2.6168,6.4101,6.6045,-0.1274,0.8627,6.4109,-0.014341465,0.01909631,0.024975406
TRAIN_0055,3.9081,4.7231,4.1218,4.9142,-1.8236,6.2966,0.3737,3.781,4.2155,3.065,1.9295,0.7697,0.1129,4.961,0.9979,5.1027,5.3279,-2.9811,-2.7747,-2.7747,4.5835,0.2842,0.9695,1.2193,3.1686,3.1466,4.741,-5.0966,5.0262,-0.4527,0.2373,6.4327,3.0916,5.3659,4.766,6.3705,4.5917,4.0506,1.7982,0.9258,5.0763,5.1659,3.8663,1.7738,3.1242,7.7458,4.6251,4.2003,5.7302,4.1772,4.3107,2.9713,5.7067,-1.0091,5.4115,7.6031,0.9979,2.258,6.6944,0.04586768,-0.006105113,0.029815539
TRAIN_0056,3.7078,1.1637,1.4589,2.3012,-2.9082,6.5892,4.2771,4.235,3.8527,4.5127,3.0938,-1.3233,-0.1778,-0.3016,0.1081,3.3171,4.4786,-4.0457,-0.4369,-4.0457,6.2876,0.2617,0.1401,-0.8131,3.4381,4.1627,5.3784,0.621,4.2069,-3.5603,1.1161,6.967,0.2022,5.6432,3.1182,4.7519,4.9738,-2.4608,3.1421,1.9677,4.9571,4.4437,3.4153,0.1081,2.9744,6.8245,4.5564,3.1421,4.184,4.1332,5.5418,-0.8131,3.806,-2.6672,4.8485,6.4725,6.6786,-1.2384,7.7219,0.045013575,-0.017729328,0.020536249
TRAIN_0057,5.6484,2.3185,3.7929,6.215,-2.7507,5.6208,2.277,3.6144,2.9537,5.044,2.0042,-0.5731,0.9707,4.2796,-0.0877,2.5592,4.2173,-2.7507,-0.3748,-4.8211,4.7208,0.7335,1.4972,-0.1772,3.4541,4.759,5.1088,-4.3356,6.4139,-3.2361,-0.1096,6.7125,1.4154,5.705,3.5461,6.6578,3.1061,-1.7167,0.5365,0.7087,5.942,4.2434,3.9451,2.1073,2.5098,7.2969,4.7231,3.1366,6.0812,3.1014,5.2651,2.6235,4.3056,-4.3356,5.8455,4.5657,0.8849,0.2916,6.584,0.002955324,0.022100649,-0.016351153
TRAIN_0058,4.1188,1.1486,3.7364,4.9381,-1.2083,4.8569,5.5567,4.7292,2.5499,1.0288,4.9373,-3.1225,-0.5942,1.6966,2.622,1.4297,4.7473,-0.7569,3.9126,-2.7355,5.6449,-0.9901,3.3482,3.0178,4.7435,4.6277,5.5293,-6.823,5.4777,-1.3311,-2.1791,8.0007,0.0959,6.7529,3.8379,6.1673,3.15,-3.6531,-0.1936,2.5629,5.5845,3.5596,2.8334,3.002,3.2471,8.4345,5.3941,2.2512,5.9838,2.3242,6.5134,2.0256,4.8788,-6.823,6.6206,6.2453,2.9633,-0.6732,8.8978,-0.03797795,0.039097286,-0.008706248
TRAIN_0059,6.4024,4.6275,4.154,2.9103,-1.0576,6.2053,-1.185,3.4083,5.7445,4.7267,1.5968,2.7968,2.0571,4.7126,-0.3126,5.6308,6.7601,-7.2074,0.9373,-3.7479,5.0235,-2.3494,-0.0678,-1.5927,3.5026,4.0244,2.1168,-7.2074,6.0857,-3.7479,0.9373,7.1538,4.0148,5.8832,4.5891,6.8653,4.7767,-3.1199,3.7849,0.7293,4.4522,5.3698,4.2556,7.1936,3.5633,7.7691,4.282,3.0106,5.7956,5.5114,4.5769,5.8759,5.2686,-0.1306,4.893,8.8997,3.6653,2.6491,7.1518,0.040139279,-0.045285745,0.054294772
TRAIN_0060,6.4441,3.0219,2.4273,5.7157,-3.55,6.2339,2.037,3.8163,4.1077,4.0102,2.3391,-0.126,1.5118,4.7602,3.1716,5.249,6.1298,0.6253,-0.7154,-0.4016,5.6642,0.6979,2.3391,-0.6367,3.5325,3.3236,4.6216,-2.5989,6.4027,-3.7565,0.344,7.1051,2.0249,5.4774,5.2533,6.1785,3.5936,6.8568,1.0939,0.5261,4.8932,3.9111,3.6653,1.5232,3.6286,7.2042,4.8305,3.089,4.8954,3.8554,5.634,-0.3801,3.9078,-2.5027,5.8522,5.6019,3.234,-0.2377,6.617,0.029876426,0.079607448,0.000409802
TRAIN_0061,5.9006,1.8128,0.7493,4.2389,0.0819,5.0678,3.9294,5.3314,2.7776,4.0705,0.6049,-3.643,-0.0715,4.1779,-1.3867,1.3112,3.2163,-1.955,-1.2584,-2.9061,4.6774,0.3266,4.027,-1.085,3.9823,4.432,5.8089,-5.228,4.1376,-6.813,-0.3052,8.1513,-1.085,5.9024,4.3014,6.696,3.012,-1.085,-1.6035,1.87,4.4332,4.1229,3.528,7.1212,3.8027,7.2801,4.1878,3.4759,7.5327,4.0977,4.8457,2.0849,4.3971,-1.3211,4.3775,6.3398,0.3469,-0.5841,7.8198,-0.032615969,0.003382814,-0.012145386
TRAIN_0062,5.6447,2.2316,0.6119,4.6473,-2.7705,6.0072,3.3538,4.2073,3.3927,3.1075,3.1489,-0.3947,0.1318,4.0288,2.7899,2.3937,4.8112,-2.6393,3.1958,-2.9149,5.1309,0.6119,1.6669,1.8843,2.8526,4.8995,5.5683,-7.1628,5.6447,-4.3555,-1.6083,6.1735,0.15,5.3497,2.9126,5.9915,3.5795,-2.408,1.1903,0.8761,6.0772,4.101,3.6597,2.0196,3.9411,8.0104,4.6569,3.4174,5.9221,3.2241,4.5415,1.5411,3.5263,-2.6393,5.2912,7.6892,3.0108,-2.408,7.4466,0.021669247,0.044840751,0.00952106
TRAIN_0063,4.1234,1.9614,3.1101,4.8853,-0.7499,5.3095,3.6501,4.0826,2.9442,3.0236,4.9265,-2.1448,-0.0542,3.2283,0.616,2.4688,3.9791,-1.8553,2.1143,-2.1448,5.1,0.5841,1.4969,2.8602,4.0479,4.6273,5.1286,-6.8997,5.0865,-6.8997,-1.4734,7.1973,1.674,6.4201,3.9776,6.0532,2.2926,-1.0668,0.2192,3.3683,5.5357,4.6904,3.1073,2.6645,3.2539,8.0834,5.0643,3.439,4.6857,4.1038,4.6998,1.8451,3.8825,-1.0171,5.4101,6.0709,-1.4078,-0.3605,7.5733,-0.022287644,0.033979202,-0.004746303
TRAIN_0064,4.9285,2.3647,3.1919,5.086,-5.3968,6.6231,-0.3524,3.7402,4.1597,4.0231,2.103,-2.2269,-0.753,-0.4426,-1.0045,0.5339,4.9194,-1.4899,-0.8733,-3.0749,5.003,0.3845,0.9069,-3.0749,2.9825,2.6639,4.1208,-1.9374,4.3862,-5.3968,0.3845,6.4214,2.087,5.1218,4.713,6.1602,3.7656,3.7605,2.021,0.793,5.2206,4.1481,4.396,7.8306,2.8558,7.0422,4.6652,4.3894,5.9268,4.4439,5.0636,4.2012,3.9092,-1.3094,5.3062,8.1276,3.1539,0.7117,6.9084,0.036233046,-0.042010553,0.031098005
TRAIN_0065,5.333,3.4014,2.3646,3.9554,-3.6754,6.7806,0.1524,3.0661,4.5292,5.3274,0.1112,-2.0904,1.3156,5.0573,-0.1644,4.5015,5.6694,-5.9973,-1.0431,-3.19,4.8692,-0.6398,-1.3535,-1.1393,3.6839,3.6591,4.9415,-0.7879,4.5942,-2.8274,-0.6398,7.2702,0.4784,5.1732,4.5095,6.6107,3.6192,-1.3535,3.2811,1.0795,5.9602,5.22,3.6733,3.9467,2.538,7.1337,4.8568,3.3042,6.8632,3.9843,5.2261,1.7509,5.5806,-1.1393,6.1148,6.2497,1.7906,0.4784,7.788,0.040923202,-0.011695991,0.039069001
TRAIN_0066,5.1687,1.4222,5.1573,4.8556,-2.6379,6.312,0.8731,4.0008,3.3594,4.2046,1.8501,0.4394,2.1084,4.4424,0.6549,0.3549,4.5523,-7.2817,-1.8555,-2.1524,5.5592,1.3219,0.9423,-1.5538,3.1308,4.0238,4.6685,-3.5813,5.0201,-2.2373,-1.0529,6.5918,2.6446,5.6886,3.7958,6.1997,2.8463,5.0517,3.0436,1.1654,5.1221,4.1597,2.8769,3.1519,4.1335,8.0726,4.6338,4.6021,4.4517,2.9314,4.844,2.9909,2.3711,-2.2373,5.286,6.9975,4.3103,-0.7119,6.7132,0.042543063,-0.020727884,0.022463915
TRAIN_0067,5.1601,3.7711,3.28,5.6039,-2.3875,6.3191,2.0974,3.6096,3.3709,6.6324,0.8769,1.9562,0.711,4.5158,2.1844,4.5427,5.6961,-4.1037,-1.7016,-4.1037,5.263,0.4018,1.1279,2.4705,3.4052,5.0522,5.3804,-2.6631,5.1351,-1.4192,-0.7212,6.8492,3.9462,5.5322,4.1065,6.0273,4.1258,-0.4032,1.655,1.0946,5.6826,5.4112,3.3475,4.0627,2.5987,8.4732,4.3819,4.4216,6.3194,3.9876,5.1165,2.1361,4.8376,-0.1696,5.2932,6.9596,3.9147,-0.1968,6.5882,0.046105518,0.008080636,0.020833304
TRAIN_0068,4.348,3.0562,1.345,3.1776,-4.5571,5.6672,1.804,3.5208,4.5799,2.4764,2.7667,-2.2351,1.5431,4.8314,0.8145,5.2272,4.5727,0.3971,0.0399,-0.9483,4.6818,-0.0846,0.7283,-0.1648,3.7256,5.0484,4.1161,-4.0716,3.7585,0.0635,-0.8566,7.175,-1.0976,4.6998,3.4928,6.7498,3.6416,-2.1241,1.3737,0.6679,4.5881,3.5101,4.5993,3.6139,3.6018,7.9071,4.0918,3.0294,6.0046,4.516,3.9967,-1.1511,6.2026,0.0635,4.5717,6.3023,0.7431,1.797,7.9436,0.034694787,-0.037265066,0.028959029
TRAIN_0069,5.608,2.8196,4.9362,6.0908,-2.5713,6.5966,0.7444,3.9087,4.744,2.6039,1.5598,-0.4083,0.5705,4.9369,0.6399,5.099,6.1562,-3.3944,-3.6354,-4.2875,4.9669,0.6263,2.7954,0.9659,3.5785,4.0981,5.4634,-2.7025,5.428,-4.2875,-2.1406,6.4663,4.0807,5.4465,3.931,6.1701,4.6462,-0.2245,0.8418,1.7538,6.1994,4.5323,3.2439,1.9686,3.1328,8.071,4.1418,5.8089,5.9377,3.4911,4.9763,3.8218,4.6395,-1.9655,5.3154,6.4813,3.2009,0.3564,7.0965,0.042367497,-0.00754728,-0.002363279
TRAIN_0070,3.5782,1.9704,3.3582,2.5886,-4.1909,6.547,-0.3401,4.1044,4.1174,3.4642,1.1766,3.2743,1.5678,4.0038,1.4153,2.0488,4.6922,-5.4133,-1.7129,-2.4747,5.27,-0.5553,1.5829,-1.572,4.0658,5.2278,4.9707,-1.2704,3.8759,-1.1654,-0.6945,6.3356,3.0611,5.0492,4.9097,5.9174,2.6109,2.0324,3.1297,1.9295,4.479,3.9639,3.3471,3.6007,3.4601,6.9712,4.4678,4.331,3.8698,4.1342,4.762,5.4345,4.008,-0.4591,4.9541,7.8374,4.1885,0.9265,6.753,0.048350026,0.020323878,0.042876368
TRAIN_0071,4.3666,4.5832,4.6842,4.0787,-2.6679,6.48,1.0844,3.1358,4.7974,2.1517,1.8794,1.7439,0.7915,4.7215,-0.6173,5.3804,6.3662,-2.6679,-2.9728,-4.2529,5.384,-2.106,0.6051,0.4396,3.3289,5.361,5.7152,-5.4753,5.105,-2.8123,0.1394,6.3206,0.6745,5.4087,3.8414,6.1294,4.4697,-2.106,3.2147,0.9228,4.5485,5.2444,4.0581,5.2232,3.3481,8.4776,4.491,4.5148,6.1152,3.6668,5.0408,2.2951,6.4113,-3.3598,4.9797,5.4932,3.0933,1.4033,6.9011,0.0459883,-0.006569775,0.043098183
TRAIN_0072,4.8478,2.0085,4.952,4.0646,-1.9443,5.8738,0.7048,4.7988,4.2705,4.9868,2.2329,1.5072,2.042,0.7595,-0.0462,3.6066,6.3491,-6.9887,-2.0345,-3.0818,4.9358,0.1509,-0.5793,-1.6311,3.7469,4.4926,5.3222,-2.9012,5.1822,-2.1307,-1.1558,6.5257,4.7354,5.5134,3.9159,6.1622,4.1604,2.5563,3.8307,0.7992,4.0148,4.8446,3.18,2.9524,3.129,7.8164,4.6744,4.2996,6.7287,4.6601,4.7303,3.3321,4.4265,-0.8802,5.2987,8.1375,4.026,-1.106,7.3288,0.051115976,-0.028798307,0.053075403
TRAIN_0073,4.3148,3.1868,1.3724,3.948,-1.7844,6.5465,1.1362,4.3276,3.5427,4.3695,1.0807,5.4125,0.7759,5.0642,0.4897,4.5187,5.092,-3.6986,-0.4565,-5.0771,4.3454,0.223,0.8153,-0.6576,3.6904,4.5511,5.3623,-0.4802,4.7273,-3.6986,-0.4333,7.3636,1.023,5.5293,4.4786,5.9548,4.3852,0.4018,2.5508,1.1746,4.9962,4.6388,3.1235,6.8531,3.4171,8.1042,4.728,5.2131,6.8028,4.4055,4.6801,2.0167,3.7166,-0.4104,5.2301,7.1385,3.5818,-1.7266,7.0548,0.034985159,-0.001237923,0.039000744
TRAIN_0074,5.6338,1.0771,5.9727,4.227,-3.9352,5.8817,-1.1658,3.4934,4.0343,3.0095,1.3966,-1.9683,2.0084,5.8544,-2.037,3.3777,6.1699,-4.5872,-0.1949,-3.0023,4.0111,-0.4757,-1.1278,-5.0727,3.6229,3.3477,3.7672,-3.4877,3.9679,-0.7081,0.5302,6.5837,5.2535,5.6496,4.3054,5.5263,4.6906,3.9983,1.1407,0.8862,5.8284,5.2665,3.4827,5.8062,3.2893,7.7688,4.0674,5.8629,6.7322,3.9864,5.046,1.6849,5.2803,1.26,4.6563,5.865,4.6712,-0.8554,7.0773,0.039179314,-0.041087077,0.025974054
TRAIN_0075,5.8896,1.2771,4.207,3.3808,-3.4896,6.7653,-0.2166,3.5142,3.8572,5.0595,2.2623,-1.3019,0.5204,4.451,-0.3197,4.5136,4.9353,-6.6595,-0.4307,-6.6595,4.5085,-0.1203,0.5979,-0.3557,3.9208,3.4346,5.2863,-3.4896,4.5699,-5.0745,-1.45,6.4603,3.8071,4.3828,4.4768,6.8153,5.0908,-0.3557,2.946,0.1087,5.427,4.1406,3.4503,1.8443,3.2155,6.8509,4.682,4.8468,6.2725,3.5585,5.8609,2.9789,3.7013,-0.4697,5.016,6.8509,4.2705,0.6892,7.0649,0.041745658,-0.046723752,0.026678731
TRAIN_0076,5.9521,2.8322,4.2597,3.4672,-5.027,6.5623,-0.1106,3.9335,4.3016,3.0846,0.5877,-2.5941,0.8942,3.8525,1.2094,4.6896,4.4676,-2.7051,-2.491,-3.6485,4.7127,-0.1891,-0.2094,-4.179,3.2685,3.1697,6.5969,-3.6485,5.0382,-1.9914,-0.4542,6.942,2.672,5.5289,6.9072,7.0882,3.3454,4.6675,-0.906,1.7622,5.6677,4.7644,3.3155,4.8783,2.8641,7.0169,5.3965,3.2313,4.5613,2.8786,5.123,3.1638,1.8384,-1.7343,4.7168,8.2886,4.6041,0.1022,6.8295,0.030418677,0.021287781,0.048520068
TRAIN_0077,3.6821,1.1186,4.7091,1.6769,-0.3272,4.6461,1.6092,4.4435,4.533,2.1094,-0.1703,-3.6003,0.7767,3.7465,0.681,2.377,4.8759,-3.0697,-3.0697,-3.0697,5.1326,-0.6617,0.0753,-6.7702,4.2049,3.9501,5.494,-6.7702,6.3108,-5.1852,-0.1703,6.182,-2.3779,4.5713,7.367,7.2891,5.5016,-3.3108,-1.0978,0.5427,5.2786,5.576,2.8573,4.0948,1.9947,6.0179,5.5282,1.5741,3.3706,4.4103,5.9533,4.3245,1.988,-3.9628,6.1069,7.295,3.8269,0.1002,5.6746,-0.035374704,0.024175732,0.062978951
TRAIN_0078,4.5153,2.8044,3.1913,3.0015,-4.2693,6.1378,1.9813,3.8855,5.1404,7.0062,2.1107,0.3909,1.1279,4.0712,1.5922,4.0168,6.2873,-0.1109,-0.9681,-2.2187,5.3825,-0.4473,1.0782,2.4011,4.2593,4.1395,6.6584,-1.6504,4.5613,-2.5531,-0.1109,6.2876,2.3005,5.7373,4.137,6.8809,4.2759,-2.5531,0.307,1.0578,5.6361,4.6828,3.5371,2.1449,3.4789,7.8325,4.6911,4.5775,5.7807,4.8433,3.6757,1.6749,4.4257,-0.6009,5.5184,7.535,2.6865,-0.2063,7.3836,0.048167926,-0.018233573,0.026073327
TRAIN_0079,4.2554,2.1122,2.066,2.9677,-4.0285,6.6034,2.2994,3.5252,4.3451,5.4511,0.936,-1.4171,0.4951,5.2412,-1.3158,0.8405,4.732,-3.2915,-3.111,-3.2915,5.2608,-1.7066,-0.0385,-2.154,3.2722,4.9905,5.4266,-5.6135,4.5154,-4.8765,-0.2559,6.4934,4.1923,5.1272,4.3528,5.8095,5.2735,-3.2915,2.0328,0.6281,5.1317,4.6483,3.5854,5.5156,3.1734,8.0694,4.8887,4.7721,7.3462,4.0979,5.2391,1.4986,4.6158,-2.154,6.2833,5.9823,3.4172,-0.2097,6.2314,0.044937574,-0.020351325,0.015846593
TRAIN_0080,3.8804,4.1973,4.9642,1.8137,-4.8672,6.3852,-0.0292,3.1158,5.1247,5.8366,3.1158,5.6629,1.2662,5.3542,-0.6499,5.1938,6.543,-7.1891,-3.4886,-4.3817,3.8642,-1.0806,0.8165,1.3846,3.9175,4.9717,1.7564,3.4024,3.2795,0.3732,0.5591,6.5394,3.4265,5.2089,4.5579,5.7573,4.8481,4.5461,2.2435,0.7118,3.9927,4.3232,4.645,3.7817,3.1227,7.3446,4.49,5.6503,6.4986,3.9421,4.5662,3.2897,6.1692,0.9556,5.4295,7.3932,4.5273,0.8931,7.3504,0.068835671,-0.079349564,0.04519443
TRAIN_0081,5.7389,4.4052,4.7558,4.3544,-4.526,6.0628,1.0109,3.245,6.0862,3.7823,3.2823,2.9205,0.2135,5.4342,0.1013,5.8314,5.5472,-2.5785,-0.4385,-4.526,5.1934,-0.2144,-0.1938,0.5795,3.6772,3.6446,4.4639,-5.7484,5.3595,-0.7635,-2.2041,6.7201,3.8546,5.3317,4.4864,6.9115,5.1365,0.5795,0.5432,1.3426,4.9166,4.1256,3.9676,4.8122,3.5652,7.9585,5.293,5.3269,5.9997,4.1266,5.0349,5.7339,6.512,0.4148,4.761,8.3349,3.4406,2.0131,7.4283,0.046821666,0.054243518,0.007050452
